Memory Length,4000,
Trigger Level,1.480E+00,
Source,CH1,
Vertical Units,V,
Vertical Scale,2.000E+00,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,1.000E-02,
Horizontal Position,4.000E-02,
Horizontal Mode,Main,
Sampling Period,4.000E-05,
Firmware, V1.14,
Waveform Data,
4
4
4
5
5
4
5
4
5
5
5
4
5
4
5
4
5
5
5
5
4
5
5
4
5
4
5
5
4
5
5
4
4
5
4
4
5
5
5
5
5
5
5
5
5
5
5
4
5
5
4
4
4
4
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
5
4
4
4
4
4
4
4
4
4
5
4
4
4
5
4
4
4
4
4
4
4
4
4
4
4
4
5
4
5
4
4
4
5
5
4
4
4
4
5
4
4
4
4
5
4
4
4
4
5
4
4
4
4
5
5
5
5
5
4
4
5
5
5
5
5
5
5
5
5
4
4
5
4
4
5
5
4
4
4
4
4
5
6
4
4
4
4
4
5
5
5
4
4
4
4
4
5
4
4
4
4
4
4
5
5
4
4
5
4
4
5
5
4
4
5
4
5
4
4
5
4
4
4
4
4
4
4
5
4
4
4
4
4
4
5
4
4
4
4
4
4
4
4
4
5
5
5
5
4
4
4
4
4
4
4
4
4
4
4
5
5
4
4
5
4
5
5
4
4
4
4
5
4
4
4
4
4
4
5
4
4
4
4
4
5
4
4
4
4
5
4
5
6
5
4
4
4
5
5
5
5
5
4
4
4
5
4
4
4
4
4
5
5
5
5
4
4
5
5
5
5
4
4
4
5
4
5
5
4
4
4
4
4
4
4
4
4
4
4
5
4
4
4
4
4
5
5
4
4
4
4
5
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
5
4
5
5
5
5
4
5
5
4
5
5
4
4
4
4
4
4
5
5
4
4
4
4
4
4
5
3
4
4
5
6
5
5
4
4
5
6
6
5
4
3
4
4
5
5
4
3
2
3
4
5
7
6
4
3
3
4
5
6
5
4
4
4
5
6
5
4
5
5
6
5
4
3
3
4
4
4
4
6
5
4
5
6
5
4
4
4
4
5
6
6
4
4
4
4
5
6
5
4
4
4
4
4
4
6
5
4
4
4
4
5
4
4
4
4
4
6
6
4
4
4
6
6
6
4
3
2
4
5
7
6
5
3
3
4
6
5
4
3
3
4
5
6
5
5
4
5
6
6
4
3
2
3
4
5
6
6
4
4
4
5
6
6
5
4
3
4
4
4
5
5
6
5
5
5
4
5
4
4
4
4
4
4
6
6
6
4
4
4
4
5
5
5
4
4
4
4
4
6
6
5
4
4
4
4
4
4
5
5
5
5
4
5
5
5
4
5
4
5
4
6
6
5
5
5
6
5
6
4
4
4
4
4
5
5
4
4
4
4
5
5
5
4
4
4
4
4
4
5
5
5
5
5
5
5
5
5
4
3
4
4
4
6
5
5
4
3
3
4
5
5
4
4
4
4
4
5
5
5
5
4
4
4
3
4
4
4
5
3
4
4
4
5
5
4
4
4
4
4
4
5
4
5
4
4
5
4
4
4
4
5
5
4
5
5
4
4
5
5
5
7
7
7
4
3
5
5
6
7
6
4
2
5
8
7
6
4
2
1
2
4
4
5
6
7
3
2
5
5
8
7
8
6
2
2
2
1
2
7
8
5
3
3
2
5
8
9
5
1
3
2
4
4
8
6
3
3
1
4
6
7
5
3
3
4
4
5
4
7
5
6
6
5
4
2
4
4
4
4
4
5
4
5
6
4
4
4
5
5
7
7
6
5
4
4
3
5
6
4
2
1
2
4
6
6
5
4
5
6
6
6
5
3
4
5
6
4
2
1
2
5
7
6
5
2
-1
-1
3
6
6
5
2
0
2
4
6
4
3
3
3
4
6
6
5
2
0
2
3
4
5
2
1
0
1
3
4
5
4
3
3
3
4
4
4
5
4
4
4
4
4
4
3
3
3
4
4
4
4
3
2
2
3
5
5
4
4
4
4
4
5
5
5
4
4
6
7
7
6
5
4
4
5
7
7
7
5
3
3
3
4
6
6
6
4
4
5
6
6
7
7
7
7
6
6
5
5
7
7
6
5
4
3
3
4
7
7
6
5
4
3
5
6
7
7
9
9
7
7
9
11
10
8
8
6
4
4
6
7
4
2
1
2
3
5
7
5
4
4
4
4
5
4
4
3
6
7
7
7
7
8
7
7
5
3
1
1
3
4
3
2
2
1
2
4
6
6
6
4
3
3
5
6
6
5
6
5
4
5
6
5
4
3
10
29
104
112
103
93
12
-31
-36
-33
-23
16
23
5
-93
-102
-82
-46
72
74
-63
-128
-31
12
53
127
126
120
127
127
127
36
-64
-127
-119
6
98
125
6
-110
-128
-128
17
127
127
60
-112
-128
-19
83
127
127
104
-53
-128
-93
17
95
102
56
-56
-128
-97
-2
53
53
13
-45
-78
-65
-1
33
28
-6
-28
-33
-2
56
69
23
-4
-9
-16
3
44
49
43
10
-14
-39
-37
-1
28
35
3
-31
-30
13
29
26
9
-10
-12
13
63
92
69
44
11
-24
-18
4
14
-9
-25
-19
-9
-7
-8
-24
-30
-17
7
31
38
30
39
43
34
30
20
2
-8
-9
26
96
104
65
6
-39
-20
1
-17
-37
-11
16
12
-33
-13
-38
-42
54
61
-24
-35
29
20
21
64
87
13
-67
-13
27
30
7
52
16
-79
-53
41
26
-42
-24
-4
4
13
54
26
-53
-65
17
74
37
26
66
7
-30
17
55
42
-1
-13
-10
-14
-15
28
26
-15
-11
21
6
-30
-4
39
37
45
71
36
-13
-27
-11
-2
3
10
32
5
-18
16
33
6
-20
-2
7
-1
18
47
45
26
21
27
17
-8
-9
11
4
5
16
3
-22
-28
-18
-1
7
13
13
-1
-13
2
38
45
37
34
2
-29
-22
9
25
32
25
-13
-53
-49
-12
19
28
15
-6
-28
-27
3
26
31
25
9
-7
-8
7
21
25
20
8
-2
-8
0
26
37
24
-2
-20
-14
-13
-11
1
7
0
-6
-6
-2
3
6
19
27
16
3
2
2
2
18
28
7
-16
-18
-4
6
9
14
6
-15
-17
-3
0
-4
-3
3
-1
0
7
8
-4
-3
8
15
10
7
10
4
3
8
12
6
-2
-3
1
3
4
5
3
0
-1
-1
-1
1
4
4
4
4
7
11
14
9
7
7
10
6
7
12
10
7
4
0
-9
-5
4
8
11
10
7
3
2
5
12
14
15
14
11
6
8
14
14
10
7
7
4
3
3
5
8
10
8
1
-2
0
3
9
15
17
12
5
4
5
10
16
15
8
3
0
1
4
9
11
8
5
5
7
10
14
15
12
5
-1
0
7
14
16
13
7
4
3
7
11
11
8
4
3
4
5
8
8
5
5
5
6
9
12
12
8
7
4
3
2
3
7
7
7
7
5
4
6
7
8
6
5
4
6
7
7
5
3
2
3
5
7
7
7
7
6
4
4
4
3
3
2
4
5
6
5
3
2
2
3
5
7
7
6
4
5
4
4
4
2
2
3
4
5
5
4
3
2
2
3
4
4
3
3
3
3
3
2
2
3
3
4
4
5
5
5
3
2
1
1
2
3
4
3
3
3
3
2
1
2
2
2
2
2
2
3
2
2
3
3
4
4
4
4
4
4
5
4
3
3
2
2
2
3
3
3
1
0
0
1
3
2
3
3
3
4
4
4
3
3
4
5
6
6
6
5
4
3
2
2
3
2
3
3
3
3
3
3
3
3
4
4
6
6
6
6
5
5
5
5
6
5
4
4
4
6
6
5
4
3
2
2
3
3
4
4
4
3
3
4
5
6
7
7
7
7
5
6
5
4
4
4
4
4
4
4
4
4
4
3
3
4
4
4
4
5
4
4
4
4
4
5
6
5
5
4
4
4
4
3
3
3
3
3
4
4
3
3
2
3
3
3
4
4
3
4
4
4
4
4
3
3
3
4
3
3
3
2
2
2
2
2
2
2
1
2
2
2
2
2
2
2
2
3
2
2
3
4
3
2
0
-1
0
1
4
4
4
2
1
0
0
1
2
2
0
0
0
0
0
2
2
2
2
2
3
3
4
3
3
3
2
1
1
2
0
-1
1
2
3
3
4
2
2
3
3
3
3
3
3
2
3
3
3
4
4
3
3
3
3
3
4
4
4
3
3
3
3
3
4
4
4
4
4
4
5
4
5
4
4
5
4
5
6
5
5
4
5
4
5
5
6
5
4
4
4
5
6
5
5
4
5
5
5
5
5
5
4
5
6
6
7
6
5
5
5
5
6
6
6
5
4
4
6
6
6
6
5
4
4
5
6
6
6
6
6
6
6
6
7
6
6
6
5
5
5
5
5
5
4
6
5
5
5
5
6
5
6
6
6
6
5
5
5
6
5
5
6
6
5
5
6
5
4
5
4
5
4
4
4
4
4
5
4
5
5
5
4
5
5
6
5
5
4
4
4
5
5
5
4
4
4
4
4
5
4
3
4
4
4
4
3
4
3
3
4
5
5
5
4
4
4
4
5
5
5
5
4
4
3
3
3
3
2
3
3
3
3
3
4
4
4
4
4
5
5
5
5
4
4
4
4
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
4
4
3
4
4
4
4
4
3
4
4
3
3
3
3
3
3
2
2
3
3
3
3
3
3
3
3
3
4
4
4
4
4
3
3
3
3
3
4
4
4
3
3
2
3
3
4
4
3
2
2
3
3
4
4
4
4
4
4
3
4
4
4
4
4
3
3
3
3
3
3
3
2
3
3
3
3
3
3
3
3
3
3
4
4
4
4
4
4
3
4
4
3
3
4
4
3
3
3
3
3
2
3
3
3
3
3
3
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
4
4
4
4
3
3
3
3
3
4
4
4
4
4
5
5
5
4
4
4
4
4
4
4
4
4
3
4
3
4
4
5
4
4
4
4
4
4
4
4
4
5
4
4
5
6
5
4
5
5
4
5
5
5
4
4
4
4
4
4
5
5
5
5
5
5
5
6
5
5
5
5
5
4
6
6
5
5
4
4
4
4
4
4
4
4
4
3
4
4
4
4
4
5
5
5
4
4
4
4
3
3
3
4
3
3
3
3
3
3
4
3
3
3
3
4
4
4
4
4
4
4
4
4
4
4
3
3
2
3
3
3
3
3
2
3
3
3
4
4
4
3
3
4
3
4
4
3
3
3
3
3
3
4
4
3
3
3
3
3
4
3
3
3
3
4
4
4
3
3
3
3
3
4
4
4
3
4
3
3
3
4
3
3
3
3
4
4
3
3
4
3
3
4
4
3
3
4
3
3
3
3
4
3
4
4
3
4
4
4
4
4
4
4
4
4
4
4
5
5
4
4
4
4
4
4
4
5
5
5
4
4
5
5
4
4
4
4
5
5
4
5
4
4
4
5
5
5
4
4
5
5
5
5
5
6
5
5
4
5
6
5
6
6
5
6
5
5
5
5
4
5
5
5
5
6
5
5
5
5
6
6
6
5
5
6
5
5
6
6
5
6
5
5
5
5
5
4
5
5
4
4
5
5
5
4
4
5
5
4
4
5
5
4
5
4
5
5
5
5
4
4
4
4
5
4
4
4
4
4
4
4
4
5
4
4
4
3
4
4
4
4
4
4
4
4
4
4
4
4
4
3
3
4
4
4
4
3
4
3
3
4
4
4
4
3
4
4
3
5
4
4
4
4
4
3
3
4
4
3
4
4
4
4
4
4
4
4
4
4
5
4
5
4
4
4
4
4
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
5
5
4
4
5
4
5
5
5
5
5
4
4
5
4
5
5
4
4
4
5
4
5
4
4
4
4
5
5
5
4
5
5
5
4
5
5
5
4
4
4
4
5
5
4
4
4
5
4
5
4
4
4
4
4
5
5
5
5
5
4
4
4
5
5
4
4
4
4
4
5
4
4
4
4
4
4
4
4
4
4
4
4
4
5
5
5
5
5
4
4
4
5
4
5
5
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
5
4
4
4
4
4
4
5
4
4
4
3
3
4
4
4
4
3
4
4
4
4
5
4
4
4
4
4
5
5
4
4
4
3
4
4
4
4
3
3
3
4
4
4
3
3
3
3
4
4
4
4
4
3
4
4
4
5
4
4
3
3
3
4
4
3
4
4
3
4
4
4
4
4
4
3
4
4
4
4
4
4
4
4
3
4
4
4
4
3
4
3
4
4
4
3
4
3
3
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
5
4
4
4
4
4
4
5
4
4
4
4
4
4
4
4
4
3
4
4
4
5
4
4
4
3
4
4
4
4
4
4
4
4
4
5
5
4
4
4
4
5
5
5
4
5
4
4
4
5
5
4
4
4
4
4
5
5
5
4
4
4
4
4
5
4
4
4
4
4
4
5
4
4
4
4
4
4
5
5
4
4
4
4
4
4
4
4
5
4
5
4
4
4
4
4
4
4
4
5
5
4
4
4
4
5
5
4
4
4
4
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
4
4
4
4
4
3
4
3
4
4
4
4
4
4
4
4
4
4
4
3
4
3
4
4
4
4
4
4
4
4
4
4
4
3
4
4
4
4
4
3
3
3
3
4
4
3
3
3
4
4
4
4
4
3
4
4
4
4
4
3
3
3
4
4
4
3
4
4
3
4
4
4
3
4
3
3
3
3
4
4
3
4
3
4
4
4
4
4
3
4
4
4
4
3
4
4
3
3
4
3
4
4
3
3
4
4
4
4
4
5
4
4
4
4
4
4
4
4
4
4
4
4
3
4
4
4
4
4
4
4
4
4
4
4
4
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
4
4
4
4
4
4
4
4
3
4
3
3
4
3
3
4
4
4
4
4
4
4
4
4
3
3
4
4
4
4
4
4
4
4
4
4
3
3
4
4
4
4
4
4
3
3
4
4
3
4
3
4
4
4
4
4
3
4
4
4
4
4
3
4
4
4
4
4
4
3
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
3
4
4
3
3
3
4
4
3
3
4
4
3
4
