Memory Length,4000,
Trigger Level,8.800E-01,
Source,CH1,
Vertical Units,V,
Vertical Scale,2.000E+00,
Vertical Position,-8.000E-02,
Horizontal Units,s,
Horizontal Scale,1.000E-02,
Horizontal Position,4.040E-02,
Horizontal Mode,Main,
Sampling Period,4.000E-05,
Firmware, V1.14,
Waveform Data,
4,
4,
4,
5,
4,
5,
5,
5,
5,
4,
5,
4,
4,
4,
5,
5,
4,
4,
4,
5,
4,
5,
5,
5,
4,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
4,
4,
5,
5,
4,
5,
4,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
4,
4,
5,
4,
4,
5,
4,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
4,
4,
4,
5,
5,
4,
5,
4,
4,
5,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
5,
4,
4,
4,
4,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
4,
4,
5,
5,
5,
5,
5,
4,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
4,
4,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
4,
4,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
4,
5,
5,
4,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
4,
5,
5,
4,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
4,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
4,
5,
5,
5,
5,
4,
5,
5,
5,
5,
5,
4,
5,
4,
4,
5,
4,
4,
5,
5,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
4,
5,
5,
5,
5,
5,
5,
5,
5,
4,
5,
5,
5,
4,
5,
5,
5,
4,
4,
4,
5,
5,
